0,1,2,3,4
2022-05-13 20:04:31,"Stocks end higher Friday, but Dow books worst 7 weeks of declines in two years","U.S. stocks finished higher Friday, but with the Dow still ending a seventh week in a row lower, as investors worried about the Federal Reserve's ability to tamp down high inflation without kicking the economy into a recession. The Dow Jones Industrial Average gained about 465 points Friday, or 1.5%, ending near 32,196. The S&P 500 index gained 2.4%, after coming close to entering a bear-market territory on Thursday, and the Nasdaq Composite Index jumped 3.8%. The bounce heading into the weekend","^DJI,COMP,^GSPC",https://finance.yahoo.com/m/ff7ecebb-8d16-347b-b59f-8251cf0b95d3/stocks-end-higher-friday-but.html
,This Bank Is Growing—and Its Stock Could Gain 29%,,,https://finance.yahoo.com/m/fbf7a0d3-cf5e-330f-81bc-e2e2b9d0c321/this-bank-is-growing%E2%80%94and-its.html
2022-05-13 20:01:43,Here’s Why DoorDash Stock Will Do Well in a Post-Pandemic World,The post Hereâs Why DoorDash Stock Will Do Well in a Post-Pandemic World appeared first on InvestorPlace.,"DASH,DASH",https://finance.yahoo.com/news/why-doordash-stock-well-post-200143766.html
2022-05-13 20:00:44,Stocks Roar Back at End of Nerve-Racking Week: Markets Wrap,©2022 Bloomberg L.P.,"^GSPC,^GSPC",https://finance.yahoo.com/news/stocks-set-cautious-open-amid-222944428.html
2022-05-13 20:00:30,E-mini S&amp;P 500 Index (ES) Futures Technical Analysis – Short-Covering Getting Stronger Ahead of Friday’s Close,Malaysia foreign minister meets counterpart from Myanmar shadow govt in WashingtonJapan’s Okinawa marks half century since U.S. handover as regional tensions growGunman kills 10 in live-streamed racial attack on New York state supermarketUkraine wages counteroffensive against Russian forces in eastSomalia’s new president to be elected by parliament behind barricadesPolls open in Lebanese parliamentary election,"^GSPC,^GSPC",https://finance.yahoo.com/news/e-mini-p-500-index-200030439.html
2022-05-13 20:00:24,US STOCKS-Wall Street ends tumultuous week with broad rally,"(Reporting by Stephen Culp; additional reporting by Devik Jain, Bansari Mayur Kamdar in Bengaluru; Editing by David Gregorio)","^GSPC,COMP,^GSPC,COMP",https://finance.yahoo.com/news/us-stocks-wall-street-ends-200024142.html
2022-05-13 20:00:22,U.S. Dollar Index (DX) Futures Technical Analysis – Safe-Haven Liquidation Pressures Greenback,"Sri Lanka eases curfew as new PM begins forming cabinetUAE’s newly elected ruler sees Iran, Islamists as threat to Gulf safe havenPalestinians welcome foreign support in inquiry into reporter’s deathNorth Korea’s Kim says COVID ‘great turmoil’, 21 new deaths reportedBitcoin (BTC) at Sub-$30,000 Remains a Warning for Crypto Dip BuyersOver 700,000 refugees from Ukraine registered in Germany -Welt","USD=X,USD=X",https://finance.yahoo.com/news/u-dollar-index-dx-futures-200022757.html
2022-05-13 19:44:15,Warren Buffett Stocks: What's Inside Berkshire Hathaway's Portfolio?,"You must keep up on Warren Buffett stocks: The Berkshire Hathaway chief sticks to a winning investing formula, but he does not sit still.","BRK-A,AAPL",https://finance.yahoo.com/m/ce2ffe06-f882-3e0d-8b97-fa77d137e8bb/warren-buffett-stocks-what-s.html
2022-05-13 20:00:14,E-mini NASDAQ-100 Index (NQ) Futures Technical Analysis – Late Session Surge Puts 12622.25 Pivot on the Radar,"Crypto Website Phishing Attack Targets MetaMask UsersTerra Lab CEO Do Kwon Returns to Twitter after 2-Day AbsenceMusk says $44 billion Twitter deal on hold over fake account dataU.S. hails ‘new era’ with ASEAN as summit commits to raise level of tiesAircraft lessor SMBC Aviation nears $7 billion deal for rival Goshawk, sources sayDuma deputy head visits Ukraine’s Russian-occupied Kherson – RIA","^NDX,^NDX",https://finance.yahoo.com/news/e-mini-nasdaq-100-index-200014932.html
,Week’s Best: Retirees Left Reeling as Stocks Fall and Rates Rise,,,https://finance.yahoo.com/m/22d34280-afcf-3341-b4ef-55ec2418421e/week%E2%80%99s-best-retirees-left.html
2022-05-13 19:48:45,TREASURIES-U.S. yields gain as market angst eases a bit,"(Updates prices) By Herbert Lash NEW YORK, May 13 (Reuters) - Treasury yields rose on Friday, reversing the week's rally in bond prices driven by the largest weekly inflows since the COVID-19 pandemic slammed markets in March 2020, as fears of a Federal Reserve policy error and runaway inflation eased. The yield on 10-year Treasury notes rose 11.8 basis points to 2.935%, helped by Labor Department data that showed import prices surprisingly were flat in April. That added to other signs of a moderating pace of inflation. Economists polled by Reuters had forecast import prices, which exclude tariffs, would climb 0.6% after a 2.9% surge in March. Government data earlier this week showed monthly consumer prices increased at the slowest pace in eight months, while the gain in producer prices was the smallest since last September. ""It's been extremely volatile. We're whipsawing between inflation fears and then growth fears picked up. It's a tug of war between those two dynamics,"" said Kim Rupert, managing director of global fixed income at Action Economics. In a week that started with the 10-year note yield hitting 3.203%, within 6 basis points of the 3.261% decade peak set in October 2018, BofA Global Research reported Treasuries saw $11.5 billion of inflows, the largest since March 2020. Yields on the benchmark Treasury bond have fallen more than 20 basis points this week after a sharp sell-off that pushed its yield up more than 125 basis points since early March. Bond prices move contrary to the direction of their yield. The data on import prices was a nice surprise, mostly due to weakness in petroleum, and year-over-year inflation will come down, ""so that might give a bit of reprise to the bond bulls and put bond bears back on their heels,"" Rupert said. ""We'll see intermittent rallies like we saw this week, where the growth scare dominates and we see rates decline a bit,"" she said. The Fed will do what it needs to do to bring down very high inflation, though how much will depend in part on how quickly energy and other supply constraints dissipate, Minneapolis Fed President Neel Kashkari said on Friday. The yield on the 30-year Treasury bond rose 12.1 basis points to 3.092%. A closely watched part of the U.S. Treasury yield curve measuring the gap between yields on two- and 10-year Treasury notes, seen as an indicator of economic expectations, was at 33.4 basis points. The two-year U.S. Treasury yield, which typically moves in step with interest rate expectations, was up 7.4 basis points at 2.597%. The breakeven rate on five-year U.S. Treasury Inflation-Protected Securities (TIPS) was last at 3.049%. The 10-year TIPS breakeven rate was last at 2.732%, indicating the market sees inflation averaging about 2.7% a year for the next decade. The U.S. dollar five-years forward inflation-linked swap , seen by some as a better gauge of inflation expectations due to possible distortions caused by the Fed's quantitative easing, was last at 2.700%. May 13 Friday 3:43 PM New York / 1943 GMT Price Current Net Yield % Change (bps) Three-month bills 0.975 0.9909 0.051 Six-month bills 1.4125 1.4422 0.030 Two-year note 99-209/256 2.5965 0.074 Three-year note 99-224/256 2.7937 0.079 Five-year note 99-98/256 2.8844 0.102 Seven-year note 99-140/256 2.9474 0.112 10-year note 99-124/256 2.9349 0.118 20-year bond 86-76/256 3.3269 0.124 30-year bond 95-200/256 3.0918 0.121 DOLLAR SWAP SPREADS Last (bps) Net Change (bps) U.S. 2-year dollar swap 28.00 0.00 spread U.S. 3-year dollar swap 13.00 0.00 spread U.S. 5-year dollar swap 4.75 -1.00 spread U.S. 10-year dollar swap 7.25 -1.00 spread U.S. 30-year dollar swap -24.00 0.75 spread (Reporting by Herbert Lash; Editing by Richard Chang and Will Dunham)",^TNX,https://finance.yahoo.com/news/treasuries-u-yields-gain-market-194845988.html
2022-05-13 19:39:00,Active Management Can Pay Off During Volatile Markets,READ MORE AT ETFTRENDS.COM >,,https://finance.yahoo.com/news/active-management-pay-off-during-193900161.html
2022-05-13 19:18:09,"Post-Merger, Nutex Health Stock Is Notably Cheap","The post Post-Merger, Nutex Health Stock Is Notably Cheap appeared first on InvestorPlace.",,https://finance.yahoo.com/news/post-merger-nutex-health-stock-191809168.html
2022-05-13 19:18:02,Is Spotify a Stock to Buy After the Tech Wreck?,The post Is Spotify a Stock to Buy After the Tech Wreck? appeared first on InvestorPlace.,"SPOT,NFLX,SPOT,NFLX",https://finance.yahoo.com/news/spotify-stock-buy-tech-wreck-191802078.html
2022-05-04 19:30:53,You Can't Buy SpaceX Yet But These Space Stocks Are Up For Grabs,"SpaceX continues to mark new milestones as a private company, and that has spurred investors' appetite for publicly traded space stocks.","ASTR,SPCE,LMT,MNTS,SRACU,NOC,BA,AJRD",https://finance.yahoo.com/m/999c683d-9e5d-3955-a920-a07d715ac05d/you-can-t-buy-spacex-yet-but.html
2022-05-13 19:17:00,CANADA FX DEBT-Canadian dollar pares weekly decline as Wall Street rallies,"(Adds strategist quotes and details throughout, updates prices) * Canadian dollar strengthens 0.7% against greenback * For the week, the loonie falls 0.3% * Price of U.S. oil settles 4.1% higher * Canadian bond yields rise across curve By Fergal Smith TORONTO, May 13 (Reuters) - The Canadian dollar strengthened against its U.S. counterpart on Friday as oil prices rose and equity markets globally clawed back some recent losses, but the currency still added to a string of weekly declines. The loonie was up 0.7% higher at 1.2950 to the greenback, or 77.22 U.S. cents, after trading in a range of 1.2915 to 1.3049. ""We are still getting tugged around by risk sentiment,"" said Shaun Osborne, chief currency strategist at Scotiabank. Growth stocks led a rebound in Wall Street's main indexes in a week marred by worries about the worsening outlook for economic growth. The price of oil, one of Canada's major exports, climbed on fears supplies would tighten if the European Union bans Russian oil. U.S. crude oil futures settled 4.1% higher at $110.49 a barrel. For the week, the loonie was down 0.3%, its seventh straight weekly decline. It touched on Thursday its weakest intraday level in 18 months at 1.3076. ""There's a pretty solid background story to the Canadian dollar at the moment - resilient growth, strong commodity prices, hawkish central bank - that's not been reflected in the CAD price action in the last little while,"" Osborne said. As Canada's economy overheats, the Bank of Canada is likely to be among the first of the major central banks to lift interest rates to a more normal setting even as worries persist about record-high levels of household debt, strategists say. April inflation data, due next Wednesday, could provide clues on the outlook for higher rates. Canadian government bond yields climbed across the curve, tracking the move in U.S. Treasuries. The 10-year was up 5.5 basis points at 2.956%, after touching on Thursday its lowest intraday level in 10 days at 2.887%. (Reporting by Fergal Smith Editing by Paul Simao and Sandra Maler)",USD=X,https://finance.yahoo.com/news/canada-fx-debt-canadian-dollar-191700968.html
2022-05-13 19:06:49,Investors exhibit panic-like buying as stock market bounces,"Stock market internals suggest investors are exhibiting panic-like buying behavior as the market indexes rally, according to the Arms Indexes of both major exchanges. The Arms is a volume-weighted breadth measure that compares the ratio of advancing stocks to declining stocks to the ratio of advancing volume to declining volume, in order to gauge the intensity of the market's move. The Arms tends to fall below 1.000 when the market rallies, and many technicians believe a decline below 0.500 impl","COMP,^GSPC",https://finance.yahoo.com/m/6c2f582c-4377-3c43-b7c1-927e73e28c29/investors-exhibit-panic-like.html
2022-05-13 19:04:53,"A tech stock bubble just like 2000 has burst, longtime tech CEO says","Follow Yahoo Finance on Twitter, Facebook, Instagram, Flipboard, LinkedIn, and YouTube","SONO,SONO",https://finance.yahoo.com/news/tech-stock-bubble-sonos-ceo-190453371.html
2022-05-13 19:00:07,Deere (DE) Reports Next Week: Wall Street Expects Earnings Growth,"Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. Click to get this free report Deere & Company (DE) : Free Stock Analysis Report To read this article on Zacks.com click here.","DE,DE",https://finance.yahoo.com/news/deere-reports-next-week-wall-190007059.html
,Genuine Parts Stock Shows Market Leadership With Jump To 89 RS Rating,,,https://finance.yahoo.com/m/3e441e4a-4099-3c88-8291-fbc20d60e5d8/genuine-parts-stock-shows.html
2022-05-13 18:44:53,"Amazon stock bounces, but is still headed for the longest weekly losing streak in 14 years","Shares of Amazon.com Inc. rallied 3.9% in afternoon trading Friday, amid a broad rally in technology names, but was still on track for the longest weekly losing streak in 14 years. The rally in the ecommerce giant's stock comes after it rose 1.5% on Thursday, which followed a 3.2% drop on Wednesday to its lowest close since April 2020. Still, the stock was down 3.2% this week, and has plummeted 32.6% amid a seven-week losing streak. That would be the longest weekly losing streak since it fell fo","AMZN,^GSPC",https://finance.yahoo.com/m/24de132c-1c91-3e07-a914-a662cea14234/amazon-stock-bounces-but-is.html
2022-05-13 18:38:39,"The market exodus has begun. But for true capitulation, watch for 'investors selling what they love,' says BofA.",Read the original article on Business Insider,,https://finance.yahoo.com/news/market-exodus-begun-true-capitulation-171538106.html
2022-05-13 18:37:06,Tiger Cubs Crushed by Stocks That Made Hedge Funds Billions,©2022 Bloomberg L.P.,,https://finance.yahoo.com/news/tiger-cubs-crushed-same-stocks-130411604.html
2022-05-13 18:34:26,Time to Turn Bullish on AMC Stock? Not According to This Analyst,Disclaimer: The opinions expressed in this article are solely those of the featured analyst. The content is intended to be used for informational purposes only. It is very important to do your own analysis before making any investment.,"AMC,AMC",https://finance.yahoo.com/news/time-turn-bullish-amc-stock-183426001.html
,SiTime Corporation Stock Sees Rising Relative Strength Upgrade,,,https://finance.yahoo.com/m/38151885-d658-31b4-b9b2-c14c49277e48/sitime-corporation-stock-sees.html
2022-05-13 18:30:00,"Robinhood stock rockets after FTX CEO Bankman-Fried invests nearly $650 million, saying he doesn’t plan to make changes","Robinhood Markets stock soars after this guy, Sam Bankman-Fried, CEO of cryptocurrency exchange FTX Trading, bought a large stake.",HOOD,https://finance.yahoo.com/m/3f57c071-5cbf-3631-a678-de43803bf990/robinhood-stock-rockets-after.html
2022-05-13 18:24:06,Buy This Blue-Chip Stock Now for Safety Amid Market Selloff?,"Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. Click to get this free report Amazon.com, Inc. (AMZN) : Free Stock Analysis Report Walmart Inc. (WMT) : Free Stock Analysis Report To read this article on Zacks.com click here. Zacks Investment Research","WMT,WMT",https://finance.yahoo.com/news/buy-blue-chip-stock-now-182406909.html
2022-05-13 18:23:11,US STOCKS-Wall Street rallies at end of roller coaster week,"The S&P 500 posted one new 52-week high and 30 new lows; the Nasdaq Composite recorded nine new highs and 257 new lows. (Reporting by Stephen Culp; additional reporting by Devik Jain, Bansari Mayur Kamdar in Bengaluru; Editing by David Gregorio)","^GSPC,COMP,^DJI,^GSPC,COMP,^DJI",https://finance.yahoo.com/news/us-stocks-wall-street-rallies-182311885.html
2022-05-13 18:21:30,Dye &amp; Durham CEO Defends $2.5 Billion Australia Deal After Swoon in Tech Stocks,©2022 Bloomberg L.P.,"ARCC,ARCC",https://finance.yahoo.com/news/dye-durham-ceo-defends-2-164517219.html
,Welcome to Generation Z’s first bear market,,,https://finance.yahoo.com/m/a03bb3b4-4d1a-364d-a966-cbd143fc7904/welcome-to-generation-z%E2%80%99s.html
2022-05-13 18:09:48,Franklin Templeton’s Jenny Johnson: “We Are Very Focused on the Alternatives Markets”,READ MORE AT ETFTRENDS.COM >,,https://finance.yahoo.com/news/franklin-templeton-jenny-johnson-very-180948441.html
2022-05-13 18:09:00,"For Long-Term Growth, Ignore the Volatility and Look to SoFi Stock","The post For Long-Term Growth, Ignore the Volatility and Look to SoFi Stock appeared first on InvestorPlace.","SOFI,SOFI",https://finance.yahoo.com/news/long-term-growth-ignore-volatility-180900040.html
2022-05-13 18:08:06,"Airline Stock Roundup: AZUL Posts Loss in Q1, CPA, GOL, UAL &amp; LUV in Focus","Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. Click to get this free report United Airlines Holdings Inc (UAL) : Free Stock Analysis Report Southwest Airlines Co. (LUV) : Free Stock Analysis Report Gol Linhas Aereas Inteligentes S.A. (GOL) : Free Stock Analysis Report Copa Holdings, S.A. (CPA) : Free Stock Analysis Report AZUL (AZUL) : Free Stock Analysis Report To read this article on Zacks.com click here. Zacks Investment Research","LUV,UAL,CPA,GOL,LUV,UAL,CPA,GOL",https://finance.yahoo.com/news/airline-stock-roundup-azul-posts-180806186.html
2022-05-13 18:08:00,How to find the best stocks in a bad market using this proven dividend yield strategy,Focus only on blue-chip stocks with strong enough financials to keep paying dividends through thick and thin.,^GSPC,https://finance.yahoo.com/m/6b58901a-83ba-3d2f-9060-e74fc3af92db/how-to-find-the-best-stocks.html
2022-05-13 18:04:06,Is Disney Stock a Buy Despite Earnings and Revenue Miss?,The post Is Disney Stock a Buy Despite Earnings and Revenue Miss? appeared first on InvestorPlace.,"DIS,NFLX,DIS,NFLX",https://finance.yahoo.com/news/disney-stock-buy-despite-earnings-180406795.html
2022-05-13 17:54:05,Why Investors Should Buy Southwest Airlines (LUV) Stock Now,"Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. Click to get this free report Southwest Airlines Co. (LUV) : Free Stock Analysis Report C.H. Robinson Worldwide, Inc. (CHRW) : Free Stock Analysis Report Golar LNG Limited (GLNG) : Free Stock Analysis Report GATX Corporation (GATX) : Free Stock Analysis Report To read this article on Zacks.com click here. Zacks Investment Research","LUV,CHRW,GATX,GLNG,LUV,CHRW,GATX,GLNG",https://finance.yahoo.com/news/why-investors-buy-southwest-airlines-175405855.html
2022-05-13 17:53:59,Ryder stock rockets toward biggest gain in 47 years after unsolicited buyout bid valued at $4.4 billion,"Shares of Ryder System Inc. ran up 17.4% in afternoon trading Friday, putting them on track for the biggest one-day gain in 47 years, after the truck rental company confirmed that it received an unsolicited buyout bid from HG Vora Capital Management. The company said it will ""carefully review and evaluate the indication of interest"" to determine what was in the best interest of its shareholders. Earlier Friday, the company disclosed in a","R,^GSPC",https://finance.yahoo.com/m/046312fc-d834-3a1d-93db-537b0a158292/ryder-stock-rockets-toward.html
,Morgan Stanley Makes Inflation-Protected-Yield Stock List at B of A,,,https://finance.yahoo.com/m/dccbf8ca-5589-311d-abd4-b22143d32512/morgan-stanley-makes.html
2022-05-13 17:51:41,Why Roku Stock Is a Strong Buy Now,The post Why Roku Stock Is a Strong Buy Now appeared first on InvestorPlace.,"ROKU,ROKU",https://finance.yahoo.com/news/why-roku-stock-strong-buy-175141976.html
2022-05-13 17:50:43,Power Through the Rolling Bear Market With Growth Stocks,The post Power Through the Rolling Bear Market With Growth Stocks appeared first on InvestorPlace.,"^GSPC,^GSPC",https://finance.yahoo.com/news/recession-may-coming-prepare-buying-152043558.html
2022-05-13 17:49:58,Mizuho Sees Relief For This Small-Cap Stock After Patent Legal Overhang Lifted,© 2022 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.,"CNCE,INCY,CNCE,INCY",https://finance.yahoo.com/news/mizuho-sees-relief-small-cap-174958354.html
,Stock rebound uncertain for U.S. biotechs as risks multiply for investors,,,https://finance.yahoo.com/m/58914b04-136a-3ee5-93f9-f1365f6518f9/stock-rebound-uncertain-for.html
2022-05-13 17:43:56,Stock Market Rallies As Tech Leads Sectors; Twitter Plunges,"The stock market rallied Friday as tech, energy and consumer discretionary stocks led a recovery. Twitter shares fell.","^DJI,COMP,^RUT,^GSPC,TWTR",https://finance.yahoo.com/m/8fd44302-8149-314e-9b6a-8e48a3b48e30/stock-market-rallies-as-tech.html
2022-05-13 17:41:52,"Mizuho Remains Bullish On This Small-Cap Stock's Migraine Candidate, But Why Did It Cut Price Target",© 2022 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.,"STSA,STSA",https://finance.yahoo.com/news/mizuho-remains-bullish-small-cap-174152614.html
